net,length_um
_03667_,6.04
net393,6.04
net409,6.04
net726,6.04
_01800_,6.02
_03846_,6.02
_03955_,6.02
net133,6.02
_00220_,6.005
_00006_,5.99
_02224_,5.98
_02928_,5.98
_02942_,5.98
_03416_,5.98
net156,5.98
net185,5.98
net210,5.98
net247,5.98
net269,5.98
net324,5.98
net387,5.98
net406,5.98
net452,5.98
net485,5.98
net514,5.98
net651,5.98
net696,5.98
net722,5.98
net740,5.98
net776,5.98
net787,5.98
_00072_,5.965
_00579_,5.965
_00760_,5.965
_01550_,5.96
_02026_,5.96
_03873_,5.96
_04330_,5.96
net151,5.96
_00011_,5.95
_01598_,5.94
_02976_,5.94
_04319_,5.94
_05362_,5.94
_05833_,5.94
_00616_,5.935
_00039_,5.92
_03607_,5.92
net166,5.92
_02458_,5.91
_00066_,5.905
_04517_,5.9
net232,5.9
_00153_,5.895
_00171_,5.895
_00878_,5.895
_00142_,5.885
_00201_,5.885
_00665_,5.865
_01649_,5.86
_02186_,5.86
_02809_,5.86
_02865_,5.86
_03283_,5.86
_03361_,5.86
_03663_,5.86
_03762_,5.86
_04200_,5.86
_05184_,5.86
_05603_,5.86
net40,5.86
net123,5.86
_01429_,5.84
_01738_,5.84
_01843_,5.84
_02083_,5.84
_02512_,5.84
_02636_,5.84
_02979_,5.84
_03165_,5.84
_03178_,5.84
_03196_,5.84
_04209_,5.84
_04943_,5.84
_05038_,5.84
_05076_,5.84
_05198_,5.84
_05459_,5.84
_05462_,5.84
_05510_,5.84
_05761_,5.84
_05797_,5.84
_05867_,5.84
_05871_,5.84
_05897_,5.84
_05953_,5.84
_06123_,5.84
net10,5.84
net45,5.84
net191,5.84
net526,5.84
net534,5.84
net561,5.84
net566,5.84
net591,5.84
net601,5.84
_01234_,5.82
_02325_,5.82
_02792_,5.82
_02816_,5.82
_04204_,5.82
_04712_,5.82
_04914_,5.82
_00471_,5.805
_00556_,5.805
_00908_,5.805
_01766_,5.8
_01950_,5.8
_01977_,5.8
_02107_,5.8
_02225_,5.8
_02498_,5.8
_02668_,5.8
_02978_,5.8
_03072_,5.8
_03180_,5.8
_03224_,5.8
_03529_,5.8
_04336_,5.8
_04337_,5.8
_05530_,5.8
_05599_,5.8
_05712_,5.8
_05755_,5.8
_05876_,5.8
_06013_,5.8
_06093_,5.8
net135,5.8
net681,5.8
_00326_,5.785
_03021_,5.78
_00213_,5.765
_00284_,5.765
_00545_,5.765
_00602_,5.765
_00831_,5.765
_00726_,5.76
_02828_,5.76
_02187_,5.74
_02626_,5.74
_02875_,5.74
_04373_,5.74
_04843_,5.74
_05016_,5.74
_05053_,5.74
_05180_,5.74
_05280_,5.74
_05357_,5.74
_05409_,5.74
_05592_,5.74
_05823_,5.74
_05916_,5.74
_05967_,5.74
_06108_,5.74
net220,5.74
net634,5.74
_01538_,5.72
_01615_,5.72
_01644_,5.72
_01902_,5.72
_01963_,5.72
_01983_,5.72
_02455_,5.72
_02511_,5.72
_02768_,5.72
_02903_,5.72
_03164_,5.72
_03526_,5.72
_03796_,5.72
_04016_,5.72
_04065_,5.72
_04197_,5.72
_04315_,5.72
_04541_,5.72
_04603_,5.72
_04708_,5.72
_04865_,5.72
_05222_,5.72
_05446_,5.72
_05447_,5.72
_05688_,5.72
_05961_,5.72
_06034_,5.72
net53,5.72
net254,5.72
net518,5.72
net535,5.72
_02827_,5.71
_00683_,5.7
_00810_,5.7
_01014_,5.7
_01466_,5.7
_02933_,5.7
_03521_,5.7
_03548_,5.7
_01402_,5.68
_01563_,5.68
_01874_,5.68
_02095_,5.68
_02614_,5.68
_03145_,5.68
_03421_,5.68
_03456_,5.68
_03635_,5.68
_03811_,5.68
_04579_,5.68
_04864_,5.68
_05197_,5.68
_05211_,5.68
_05228_,5.68
_05243_,5.68
_05444_,5.68
_05647_,5.68
_05669_,5.68
_05692_,5.68
_05717_,5.68
_05815_,5.68
_05945_,5.68
_05959_,5.68
_05999_,5.68
_06002_,5.68
_06091_,5.68
_06120_,5.68
_06127_,5.68
net171,5.68
_00551_,5.645
_00624_,5.645
_03932_,5.64
_00458_,5.62
_00501_,5.62
_00663_,5.62
_00839_,5.62
_00896_,5.62
_01324_,5.62
_01399_,5.62
_01510_,5.62
_02420_,5.62
_02869_,5.62
_03097_,5.62
_03330_,5.62
_05771_,5.62
net402,5.62
net422,5.62
net666,5.62
net803,5.62
net817,5.62
_00100_,5.605
_00305_,5.605
_00309_,5.605
_00942_,5.605
_00029_,5.6
_01786_,5.6
_02089_,5.6
_02733_,5.6
_03434_,5.6
_03590_,5.6
_04584_,5.6
_04882_,5.6
_05240_,5.6
_05264_,5.6
_05943_,5.6
net17,5.6
_00450_,5.58
_02415_,5.58
net411,5.58
net492,5.58
net510,5.58
net660,5.58
_03751_,5.56
_04181_,5.56
_00180_,5.555
_00464_,5.545
_00886_,5.545
_01524_,5.52
_02185_,5.52
_02811_,5.52
_02843_,5.52
_02930_,5.52
_04064_,5.52
_05682_,5.52
net38,5.52
net41,5.52
net42,5.52
net244,5.52
net255,5.52
net364,5.52
net398,5.52
net403,5.52
net448,5.52
net475,5.52
net481,5.52
net544,5.52
net600,5.52
net618,5.52
net677,5.52
net751,5.52
_00181_,5.505
_00316_,5.505
_00769_,5.505
_01053_,5.505
_02404_,5.5
net18,5.5
net31,5.5
net595,5.5
_05519_,5.48
_03240_,5.46
_04436_,5.46
_05408_,5.46
rvsingle.dp.PCNext\[9\],5.46
_04289_,5.44
_00103_,5.435
_00120_,5.435
_00312_,5.435
_00953_,5.4
_02248_,5.4
_02349_,5.4
_02514_,5.4
_02586_,5.4
_02924_,5.4
_03384_,5.4
_04323_,5.4
_05791_,5.4
_05972_,5.4
_06006_,5.4
net47,5.4
net212,5.4
net265,5.4
net299,5.4
net312,5.4
net347,5.4
net469,5.4
net488,5.4
net579,5.4
net682,5.4
net712,5.4
_01068_,5.38
_01284_,5.38
_01652_,5.38
_01672_,5.38
_01767_,5.38
_01822_,5.38
_01923_,5.38
_02495_,5.38
_02507_,5.38
_03133_,5.38
_03308_,5.38
_03314_,5.38
_03584_,5.38
_03820_,5.38
_03874_,5.38
_03885_,5.38
_03953_,5.38
_05236_,5.38
_05356_,5.38
_05623_,5.38
_05856_,5.38
_05889_,5.38
_06095_,5.38
net33,5.38
net111,5.38
net139,5.38
net215,5.38
net400,5.38
_02214_,5.36
_02684_,5.36
_03979_,5.36
_00037_,5.355
_00144_,5.355
_04806_,5.35
_00118_,5.345
_00341_,5.345
_00436_,5.345
_00858_,5.345
_01893_,5.34
_02033_,5.34
_02110_,5.34
_02397_,5.34
_02443_,5.34
_02833_,5.34
_03306_,5.34
_03534_,5.34
_03623_,5.34
_03804_,5.34
_03844_,5.34
_03863_,5.34
_03990_,5.34
_04073_,5.34
_04550_,5.34
_05050_,5.34
_05075_,5.34
_05136_,5.34
_05250_,5.34
_05329_,5.34
_05420_,5.34
_05520_,5.34
_05550_,5.34
_05597_,5.34
_05666_,5.34
_05892_,5.34
_05905_,5.34
_05906_,5.34
_05930_,5.34
_06020_,5.34
net241,5.34
net272,5.34
net629,5.34
net781,5.34
_00125_,5.315
_00302_,5.315
_00767_,5.315
_00293_,5.305
_00399_,5.305
_00406_,5.305
_00422_,5.305
_00437_,5.305
_00466_,5.305
_00686_,5.305
_01042_,5.305
_02002_,5.28
_02292_,5.28
_02316_,5.28
_02892_,5.28
_03278_,5.28
_03338_,5.28
_03687_,5.28
_04587_,5.28
_04799_,5.28
_04926_,5.28
_05936_,5.28
_06032_,5.28
_00058_,5.265
_00031_,5.26
_01264_,5.26
_01697_,5.26
_01817_,5.26
_01888_,5.26
_02276_,5.26
_02492_,5.26
_02646_,5.26
_02652_,5.26
_02688_,5.26
_02815_,5.26
_02868_,5.26
_03020_,5.26
_03208_,5.26
_03239_,5.26
_03359_,5.26
_03420_,5.26
_03675_,5.26
_03976_,5.26
_04009_,5.26
_04047_,5.26
_04239_,5.26
_04279_,5.26
_04324_,5.26
_04449_,5.26
_04491_,5.26
_04638_,5.26
_04900_,5.26
_05066_,5.26
_05092_,5.26
_05297_,5.26
_05410_,5.26
_05562_,5.26
_05664_,5.26
_05801_,5.26
_05891_,5.26
_05992_,5.26
_06036_,5.26
_06114_,5.26
net63,5.26
net367,5.26
_05765_,5.24
_01102_,5.22
_01586_,5.22
_01778_,5.22
_01824_,5.22
_01883_,5.22
_02242_,5.22
_02312_,5.22
_02596_,5.22
_03048_,5.22
_03504_,5.22
_03617_,5.22
_03793_,5.22
_04318_,5.22
_04787_,5.22
_05015_,5.22
_05067_,5.22
_05090_,5.22
_05160_,5.22
_05216_,5.22
_05220_,5.22
_05261_,5.22
_05536_,5.22
_05585_,5.22
_05624_,5.22
_05636_,5.22
_05711_,5.22
_05783_,5.22
_05838_,5.22
_05846_,5.22
_05886_,5.22
_05985_,5.22
_06053_,5.22
net13,5.22
net150,5.22
_00132_,5.185
_00151_,5.185
_00645_,5.185
_00119_,5.175
_00233_,5.16
_00395_,5.16
_00453_,5.16
_00531_,5.16
_00894_,5.16
_01872_,5.16
_02330_,5.16
_02941_,5.16
_02956_,5.16
_03012_,5.16
_03407_,5.16
_03492_,5.16
_05226_,5.16
_05272_,5.16
net233,5.16
net240,5.16
net298,5.16
net371,5.16
net389,5.16
net442,5.16
net529,5.16
net650,5.16
net739,5.16
net745,5.16
net756,5.16
_00258_,5.155
_00687_,5.155
_01476_,5.14
_03332_,5.14
_03347_,5.14
_03699_,5.14
_04766_,5.14
_05080_,5.14
net26,5.14
_02406_,5.12
_05081_,5.12
net225,5.12
net262,5.12
net699,5.12
_01039_,5.115
_00000_,5.1
_00457_,5.095
_00688_,5.095
_00389_,5.085
_00675_,5.085
_00681_,5.085
_00881_,5.085
_01054_,5.085
_00576_,5.065
_01430_,5.06
_01790_,5.06
_02053_,5.06
_02121_,5.06
_02753_,5.06
_02754_,5.06
_02932_,5.06
_02991_,5.06
_03446_,5.06
_04026_,5.06
_04677_,5.06
_04692_,5.06
_04872_,5.06
net60,5.06
net83,5.06
net145,5.06
net179,5.06
net222,5.06
net224,5.06
net227,5.06
net236,5.06
net237,5.06
net242,5.06
net245,5.06
net261,5.06
net267,5.06
net271,5.06
net273,5.06
net274,5.06
net277,5.06
net279,5.06
net283,5.06
net285,5.06
net289,5.06
net290,5.06
net293,5.06
net302,5.06
net321,5.06
net327,5.06
net343,5.06
net354,5.06
net382,5.06
net394,5.06
net395,5.06
net396,5.06
net401,5.06
net405,5.06
net408,5.06
net412,5.06
net413,5.06
net417,5.06
net421,5.06
net434,5.06
net436,5.06
net438,5.06
net441,5.06
net453,5.06
net461,5.06
net464,5.06
net474,5.06
net480,5.06
net490,5.06
net495,5.06
net501,5.06
net502,5.06
net505,5.06
net506,5.06
net520,5.06
net521,5.06
net522,5.06
net527,5.06
net528,5.06
net536,5.06
net539,5.06
net551,5.06
net552,5.06
net553,5.06
net554,5.06
net560,5.06
net568,5.06
net571,5.06
net577,5.06
net605,5.06
net611,5.06
net614,5.06
net620,5.06
net628,5.06
net630,5.06
net631,5.06
net633,5.06
net635,5.06
net639,5.06
net656,5.06
net658,5.06
net659,5.06
net661,5.06
net662,5.06
net663,5.06
net665,5.06
net670,5.06
net671,5.06
net676,5.06
net678,5.06
net685,5.06
net701,5.06
net707,5.06
net708,5.06
net711,5.06
net713,5.06
net716,5.06
net728,5.06
net736,5.06
net737,5.06
net738,5.06
net746,5.06
net748,5.06
net758,5.06
net763,5.06
net764,5.06
net769,5.06
net773,5.06
net777,5.06
net782,5.06
net790,5.06
net794,5.06
net795,5.06
net797,5.06
net811,5.06
_00507_,5.045
_00623_,5.045
_00765_,5.045
_01043_,5.045
_00869_,5.04
_02084_,5.04
_02951_,5.04
_03014_,5.04
_05458_,5.04
net102,5.04
_02279_,5.025
_02589_,5.02
_03468_,5.02
_03758_,5.02
_05523_,5.02
rvsingle.dp.PCNext\[18\],5.02
net652,5.02
_02270_,5.015
_00036_,5.005
_00595_,5.005
_02526_,5
_02714_,5
rvsingle.dp.PCNext\[17\],5
_00538_,4.995
_00666_,4.985
_00195_,4.975
_00264_,4.975
_01835_,4.94
_01996_,4.94
_02305_,4.94
_03114_,4.94
_03211_,4.94
_03593_,4.94
_03724_,4.94
_03859_,4.94
_04264_,4.94
_04328_,4.94
_04849_,4.94
_04895_,4.94
net25,4.94
net162,4.94
_00621_,4.92
_01393_,4.92
_01633_,4.92
_01760_,4.92
_01969_,4.92
_02022_,4.92
_02120_,4.92
_02190_,4.92
_02240_,4.92
_02334_,4.92
_02398_,4.92
_02539_,4.92
_02700_,4.92
_02981_,4.92
_03033_,4.92
_03076_,4.92
_03210_,4.92
_03681_,4.92
_03842_,4.92
_03935_,4.92
_03942_,4.92
_03971_,4.92
_04267_,4.92
_05176_,4.92
_05286_,4.92
_05363_,4.92
_05422_,4.92
_05454_,4.92
net49,4.92
net90,4.92
net99,4.92
net138,4.92
net789,4.92
_02834_,4.9
_03260_,4.9
_03267_,4.9
_00274_,4.885
_00443_,4.885
_00567_,4.885
_00961_,4.885
_00988_,4.885
_01292_,4.88
_01313_,4.88
_01333_,4.88
_01875_,4.88
_02513_,4.88
_02587_,4.88
_02701_,4.88
_03015_,4.88
_03081_,4.88
_03433_,4.88
_03475_,4.88
_03852_,4.88
_04208_,4.88
_04300_,4.88
_04783_,4.88
_04955_,4.88
_05032_,4.88
_05039_,4.88
_05041_,4.88
_05096_,4.88
_05557_,4.88
_05621_,4.88
_05649_,4.88
_05677_,4.88
_05691_,4.88
_06043_,4.88
_06061_,4.88
_06104_,4.88
_06113_,4.88
net46,4.88
_00934_,4.875
_00609_,4.855
_00034_,4.845
_00097_,4.845
_00221_,4.845
_00243_,4.845
_00467_,4.845
_00526_,4.845
_00783_,4.845
_00829_,4.845
_00303_,4.82
_00421_,4.82
_02718_,4.82
_02736_,4.82
_03184_,4.82
_03824_,4.82
_04039_,4.82
_04418_,4.82
_04476_,4.82
_04831_,4.82
_04961_,4.82
_05276_,4.82
_05699_,4.82
_00064_,4.805
_00449_,4.805
_01367_,4.8
_01673_,4.8
_01720_,4.8
_01882_,4.8
_02188_,4.8
_02226_,4.8
_02338_,4.8
_02588_,4.8
_02902_,4.8
_03100_,4.8
_03183_,4.8
_03186_,4.8
_03205_,4.8
_03469_,4.8
_03476_,4.8
_03725_,4.8
_03797_,4.8
_03875_,4.8
_04622_,4.8
_04637_,4.8
_04797_,4.8
_04992_,4.8
_05094_,4.8
_05554_,4.8
_05560_,4.8
_05611_,4.8
_05612_,4.8
_05929_,4.8
_05954_,4.8
net20,4.8
_00042_,4.785
_00773_,4.785
_03038_,4.78
_03292_,4.78
_01108_,4.76
_02112_,4.76
_02881_,4.76
_03055_,4.76
_03358_,4.76
_03391_,4.76
_03519_,4.76
_03834_,4.76
_04075_,4.76
_04303_,4.76
_04473_,4.76
_04815_,4.76
_04935_,4.76
_04953_,4.76
_05042_,4.76
_05201_,4.76
_05441_,4.76
_05442_,4.76
_05477_,4.76
_05553_,4.76
_05651_,4.76
_05673_,4.76
_05704_,4.76
_05782_,4.76
_05807_,4.76
_05808_,4.76
_05866_,4.76
_05920_,4.76
_05948_,4.76
_06030_,4.76
_06035_,4.76
_06047_,4.76
_00636_,4.725
_00893_,4.725
_00202_,4.72
_00105_,4.7
_00310_,4.7
_00520_,4.7
_00533_,4.7
_00776_,4.7
_00842_,4.7
_00857_,4.7
_00876_,4.7
_02584_,4.7
_03392_,4.7
_03837_,4.7
_04299_,4.7
_04343_,4.7
_04499_,4.7
net260,4.7
net557,4.7
net596,4.7
net702,4.7
_02381_,4.68
_05014_,4.68
_05154_,4.68
_05574_,4.68
net19,4.68
net97,4.68
net170,4.68
_05296_,4.675
_01657_,4.66
_03036_,4.66
net161,4.66
net366,4.66
net457,4.66
_04080_,4.64
_00075_,4.635
_01365_,4.63
_00468_,4.625
_00549_,4.625
_00572_,4.625
_00627_,4.625
_00967_,4.625
_00958_,4.605
rvsingle.dp.PCNext\[8\],4.605
_01669_,4.6
_02545_,4.6
_03245_,4.6
_03950_,4.6
net73,4.6
net94,4.6
net95,4.6
net105,4.6
net126,4.6
net143,4.6
net154,4.6
net186,4.6
_04188_,4.59
_00137_,4.585
_00164_,4.585
_00325_,4.585
_00704_,4.585
_00731_,4.585
_00761_,4.585
_00777_,4.585
_00822_,4.585
_01022_,4.585
_01570_,4.58
_02324_,4.58
_04435_,4.58
_04842_,4.58
_06044_,4.58
net66,4.58
_02528_,4.56
_02651_,4.56
_03788_,4.56
_03934_,4.56
_04433_,4.56
_02905_,4.55
_00844_,4.545
_01036_,4.545
_01555_,4.54
_03121_,4.54
rvsingle.dp.PCNext\[15\],4.54
_00050_,4.525
_00062_,4.525
_00107_,4.525
_00163_,4.525
_02243_,4.485
_01705_,4.48
_01792_,4.48
_02044_,4.48
_02322_,4.48
_02380_,4.48
_02829_,4.48
_02980_,4.48
_03068_,4.48
_03089_,4.48
_03177_,4.48
_03356_,4.48
_04581_,4.48
_05790_,4.48
net180,4.48
_01282_,4.46
_01385_,4.46
_01464_,4.46
_01784_,4.46
_02001_,4.46
_02025_,4.46
_02131_,4.46
_02220_,4.46
_02223_,4.46
_02382_,4.46
_02385_,4.46
_02421_,4.46
_02565_,4.46
_02603_,4.46
_02630_,4.46
_02715_,4.46
_02841_,4.46
_02853_,4.46
_03275_,4.46
_03538_,4.46
_03554_,4.46
_03629_,4.46
_03847_,4.46
_04131_,4.46
_04196_,4.46
_04314_,4.46
_04362_,4.46
_04792_,4.46
_04826_,4.46
_04893_,4.46
_05165_,4.46
_05196_,4.46
_05481_,4.46
_05987_,4.46
rvsingle.dp.PCNext\[21\],4.46
rvsingle.dp.rf.rf\[11\]\[0\],4.46
net332,4.46
net723,4.46
net742,4.46
_00671_,4.455
_00888_,4.455
_01941_,4.44
_02113_,4.44
_03122_,4.44
_03582_,4.44
_05798_,4.44
_02916_,4.43
_00098_,4.425
_00145_,4.425
_00416_,4.425
_00625_,4.425
_00630_,4.425
_00850_,4.425
_01017_,4.425
_01770_,4.42
_01938_,4.42
_02148_,4.42
_02519_,4.42
_02538_,4.42
_02616_,4.42
_02637_,4.42
_03077_,4.42
_03246_,4.42
_03254_,4.42
_03604_,4.42
_03900_,4.42
_04020_,4.42
_04021_,4.42
_04290_,4.42
_04780_,4.42
_04841_,4.42
_04942_,4.42
_05112_,4.42
_05390_,4.42
_05509_,4.42
_05582_,4.42
_05584_,4.42
_05586_,4.42
_05689_,4.42
_05701_,4.42
_05752_,4.42
_05799_,4.42
_05809_,4.42
_05887_,4.42
_06001_,4.42
_06033_,4.42
_06076_,4.42
_06117_,4.42
_00580_,4.415
_00692_,4.415
_00332_,4.385
_00433_,4.385
_00454_,4.385
_00472_,4.385
_00603_,4.385
_00757_,4.385
_00818_,4.385
_00924_,4.385
_00983_,4.385
_00076_,4.365
_00317_,4.36
_01331_,4.36
_01924_,4.36
_02157_,4.36
_02487_,4.36
_02599_,4.36
_04937_,4.36
_05544_,4.36
_05634_,4.36
_05855_,4.36
_01341_,4.345
_01789_,4.345
_02278_,4.34
_02446_,4.34
_03017_,4.34
_03201_,4.34
_03501_,4.34
_03518_,4.34
_03532_,4.34
_03589_,4.34
_03600_,4.34
_03986_,4.34
_04005_,4.34
_04017_,4.34
_04203_,4.34
_04490_,4.34
_04548_,4.34
_04734_,4.34
_04809_,4.34
_04888_,4.34
_04894_,4.34
_04990_,4.34
_05430_,4.34
_05468_,4.34
_05480_,4.34
_05516_,4.34
_05625_,4.34
_05630_,4.34
_05637_,4.34
_05672_,4.34
_06078_,4.34
net21,4.34
net39,4.34
net119,4.34
net168,4.34
_00517_,4.335
_00287_,4.325
_00487_,4.325
_00638_,4.325
_01032_,4.325
_01772_,4.32
_02036_,4.32
_02079_,4.32
_02104_,4.32
_03309_,4.32
_04312_,4.32
_04640_,4.32
net642,4.32
_00199_,4.305
_00152_,4.295
_00173_,4.295
_00417_,4.295
_00635_,4.295
_03960_,4.28
_00003_,4.27
_00122_,4.265
_00835_,4.265
_00515_,4.26
_00581_,4.26
_00696_,4.245
_00140_,4.24
_00239_,4.24
_01021_,4.24
_01346_,4.24
_02350_,4.24
_02394_,4.24
_03195_,4.24
net181,4.24
net250,4.24
net362,4.24
net603,4.24
net625,4.24
net647,4.24
net690,4.24
net800,4.24
_01312_,4.22
_04313_,4.22
_05047_,4.22
_05108_,4.22
_05921_,4.2
net674,4.2
_00044_,4.165
_00486_,4.165
_00564_,4.165
_00770_,4.165
_00568_,4.145
_00808_,4.145
_00969_,4.145
_02231_,4.14
_02384_,4.14
_02737_,4.14
_02759_,4.14
_03655_,4.14
net5,4.14
net15,4.14
net28,4.14
net252,4.14
_00143_,4.125
_00695_,4.12
_01735_,4.12
_01992_,4.12
_03088_,4.12
net1,4.12
_02055_,4.1
_03899_,4.1
_00065_,4.085
_00534_,4.085
_00547_,4.085
_00617_,4.085
_00716_,4.085
_00874_,4.085
_01033_,4.085
_02159_,4.08
_03074_,4.08
_00570_,4.065
_00440_,4.045
_00902_,4.025
_00851_,4.02
_00966_,4.02
_01965_,4.02
_02164_,4.02
_02269_,4.02
_02365_,4.02
_02647_,4.02
_02649_,4.02
_02702_,4.02
_02886_,4.02
_02968_,4.02
_02986_,4.02
_03234_,4.02
_03324_,4.02
_03489_,4.02
_03603_,4.02
_03656_,4.02
_03998_,4.02
_04646_,4.02
_05971_,4.02
net35,4.02
_00803_,4.015
_01144_,4
_01372_,4
_01514_,4
_01574_,4
_01845_,4
_01866_,4
_02140_,4
_02417_,4
_02524_,4
_02710_,4
_02770_,4
_02793_,4
_03011_,4
_03071_,4
_03298_,4
_03331_,4
_03507_,4
_03781_,4
_03895_,4
_03952_,4
_04071_,4
_04089_,4
_04183_,4
_04483_,4
_05303_,4
_05406_,4
_05687_,4
_05931_,4
_06000_,4
net51,4
net178,4
net330,4
net334,4
net621,4
_00446_,3.995
_00172_,3.985
_03252_,3.98
net87,3.98
_04805_,3.97
_00265_,3.965
_00270_,3.965
_00361_,3.965
_00431_,3.965
_00661_,3.965
_00691_,3.965
_00779_,3.965
_00790_,3.965
_00792_,3.965
_00461_,3.945
_00912_,3.945
_00035_,3.925
_00360_,3.925
_00401_,3.925
_00435_,3.925
_00705_,3.925
_00830_,3.925
_01030_,3.925
_00378_,3.9
_00946_,3.9
_01964_,3.9
_03248_,3.9
_04996_,3.9
_05028_,3.9
_05147_,3.9
_05230_,3.9
_05388_,3.9
_05505_,3.9
_05558_,3.9
_05616_,3.9
_05663_,3.9
_05942_,3.9
_06027_,3.9
_06037_,3.9
_06062_,3.9
rvsingle.dp.PCNext\[23\],3.9
net200,3.9
_00891_,3.88
_01238_,3.88
_01345_,3.88
_01522_,3.88
_01785_,3.88
_01947_,3.88
_01984_,3.88
_02378_,3.88
_02618_,3.88
_02716_,3.88
_02807_,3.88
_02810_,3.88
_02931_,3.88
_03099_,3.88
_03126_,3.88
_03172_,3.88
_03198_,3.88
_03299_,3.88
_04147_,3.88
_04668_,3.88
_04821_,3.88
_05128_,3.88
_05254_,3.88
_05305_,3.88
_05567_,3.88
_05615_,3.88
_05935_,3.88
_06011_,3.88
net127,3.88
net286,3.88
net581,3.88
_00069_,3.865
_00210_,3.865
_00601_,3.865
_00834_,3.865
_01686_,3.86
_02870_,3.86
_03023_,3.86
_03517_,3.86
_00664_,3.825
_00117_,3.805
_00158_,3.805
_00262_,3.805
_00322_,3.805
_00110_,3.8
_00385_,3.8
_00490_,3.8
_00629_,3.8
_00679_,3.8
_00743_,3.8
_00752_,3.8
_00870_,3.8
_00939_,3.8
_00230_,3.78
_00311_,3.78
_00391_,3.78
_00423_,3.78
_00498_,3.78
_01946_,3.78
_02945_,3.78
_02952_,3.78
_03614_,3.78
_04515_,3.78
_02995_,3.76
_03086_,3.76
_03090_,3.76
_06050_,3.76
_00249_,3.755
net549,3.74
_00493_,3.735
_00157_,3.705
_00263_,3.705
_00455_,3.705
_00521_,3.705
_00613_,3.705
_00789_,3.705
_00801_,3.705
_00868_,3.705
_00975_,3.705
_06046_,3.69
_01601_,3.68
_01851_,3.68
_02359_,3.68
_02832_,3.68
_03508_,3.68
_03637_,3.68
_03886_,3.68
_04270_,3.68
_04836_,3.68
_01967_,3.66
_02845_,3.66
_03256_,3.66
_03450_,3.66
_03682_,3.66
_04688_,3.66
_01449_,3.64
_02396_,3.64
_02448_,3.64
_03288_,3.64
_03944_,3.64
_00095_,3.625
_00228_,3.625
_00528_,3.625
_00565_,3.625
_00586_,3.625
_00706_,3.625
_01041_,3.625
_01050_,3.625
_00002_,3.61
_00008_,3.61
_00112_,3.605
_00415_,3.605
_00711_,3.605
_00479_,3.585
_00948_,3.585
_03766_,3.57
_01616_,3.56
_02062_,3.56
_02479_,3.56
_02500_,3.56
_02564_,3.56
_02648_,3.56
_02813_,3.56
_03129_,3.56
_03269_,3.56
_03441_,3.56
_03464_,3.56
_03540_,3.56
_03543_,3.56
_04226_,3.56
_04230_,3.56
_04374_,3.56
_04521_,3.56
_01273_,3.54
_01475_,3.54
_01627_,3.54
_01764_,3.54
_01812_,3.54
_01907_,3.54
_01976_,3.54
_02133_,3.54
_02169_,3.54
_02418_,3.54
_02777_,3.54
_02863_,3.54
_02878_,3.54
_03010_,3.54
_03026_,3.54
_03271_,3.54
_03383_,3.54
_03569_,3.54
_03611_,3.54
_03662_,3.54
_03664_,3.54
_03689_,3.54
_03794_,3.54
_03883_,3.54
_04102_,3.54
_04404_,3.54
_04675_,3.54
_05087_,3.54
_05130_,3.54
_05141_,3.54
_05227_,3.54
_05252_,3.54
_05340_,3.54
_05424_,3.54
_05893_,3.54
_05997_,3.54
_06055_,3.54
_06092_,3.54
net253,3.54
net287,3.54
net423,3.54
net594,3.54
net607,3.54
net624,3.54
net697,3.54
net761,3.54
net824,3.54
_00204_,3.525
_01680_,3.52
_02280_,3.52
_03175_,3.52
_03063_,3.51
_04342_,3.51
_00285_,3.505
_00377_,3.505
_00519_,3.505
_00959_,3.505
_00573_,3.485
_00800_,3.485
_00057_,3.465
_00093_,3.465
_00150_,3.465
_00508_,3.465
_00525_,3.465
_00639_,3.465
_00994_,3.465
_01016_,3.465
_01048_,3.465
_01052_,3.465
_00518_,3.46
_05670_,3.46
_01364_,3.44
_02641_,3.44
_02690_,3.44
_03585_,3.44
_04854_,3.44
_04933_,3.44
_05011_,3.44
_05148_,3.44
_05306_,3.44
_05308_,3.44
_05493_,3.44
_05498_,3.44
_05698_,3.44
_05884_,3.44
_05941_,3.44
_06083_,3.44
net72,3.44
_01276_,3.42
_01369_,3.42
_01663_,3.42
_02119_,3.42
_02229_,3.42
_02264_,3.42
_02393_,3.42
_02568_,3.42
_02704_,3.42
_02887_,3.42
_03113_,3.42
_03436_,3.42
_03499_,3.42
_03531_,3.42
_04103_,3.42
_04171_,3.42
_04253_,3.42
_04322_,3.42
_04409_,3.42
_04472_,3.42
_04495_,3.42
_04695_,3.42
_04752_,3.42
_04939_,3.42
_05309_,3.42
_05628_,3.42
_05910_,3.42
_05915_,3.42
_05950_,3.42
_05969_,3.42
_06016_,3.42
_06088_,3.42
_06106_,3.42
_00106_,3.405
_00126_,3.405
_00179_,3.405
_00198_,3.405
_00214_,3.405
_00240_,3.405
_00246_,3.405
_00351_,3.405
_00356_,3.405
_00357_,3.405
_00362_,3.405
_00412_,3.405
_00554_,3.405
_00631_,3.405
_00641_,3.405
_00811_,3.405
_00898_,3.405
_00937_,3.405
_00954_,3.405
_00990_,3.405
_01004_,3.405
_01027_,3.405
_01034_,3.405
_00211_,3.4
_01045_,3.4
_03558_,3.4
_04450_,3.4
_01025_,3.395
_03665_,3.39
_00051_,3.345
_00061_,3.345
_00463_,3.345
_00473_,3.345
_00657_,3.345
_01055_,3.345
_00047_,3.34
